;number_row;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustSpeed;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;RainToday;year;month;day;week;E;ENE;ESE;N;NE;NNE;NNW;NW;S;SE;SSE;SSW;SW;W;WNW;WSW;Albury;BadgerysCreek;Canberra;Cobar;CoffsHarbour;Moree;MountGinini;Newcastle;NorahHead;NorfolkIsland;Penrith;Sydney;SydneyAirport;Tuggeranong;WaggaWagga;Williamtown;Wollongong;New South Wales;Brisbane;Hobart;SydneyAirport;isole;RainTomorrow
16;32951;-0.8561081573300239;0.16930360068905234;-0.28777013770805054;0.05487063069919192;1.1127504484310886;0.06437728413767387;1.017564734781972;-1.0151208784080477;-0.6084804110014778;-0.4058238934594685;0;2011;3;4;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
17;11589;1.0516341049056785;0.5972200556094112;1.3328755570182158;0.38374608664541887;0.8242972368036818;-0.8429378429722978;0.7906463199070823;0.1377334887058829;-0.09615004683496049;-0.1249111197129373;1;2017;1;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
18;29865;1.609997693852713;1.4973201849246487;-0.28777013770805054;1.3703724544840996;-1.2473212830658769;1.1810728251961005;0.5069983013134703;-0.10244450444285265;-1.0915347543584897;-1.174637800555254;0;2010;12;9;49;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1
19;23464;-1.6316131419786832;-1.4095605605688242;-0.26644585225112594;-0.6576928571842996;-0.224623532750525;-2.029426855346876;1.5281311682504737;0.4259470804843655;0.2990762340934857;0.2299260681774188;0;2009;7;6;28;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
20;37564;1.3153057996862225;0.15454786086421216;-0.28777013770805054;0.27412093466334336;-1.3522133600212973;-0.3543835437592361;0.6771871124696376;1.2425522571900665;0.02095403640309394;0.09686212271853738;0;2009;3;13;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1
21;44367;-0.2667243689970426;-0.9963998454733051;0.010769858688893262;-0.822130585157413;-1.929119783276111;-1.610666027449966;1.3579423570943066;2.2032642297850087;0.6503884838076657;0.51083884192395;1;2011;11;25;47;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1
22;15211;0.9275533073618929;1.11367094947881;-0.28777013770805054;0.4933712386274946;-0.4868537251390767;1.7394205957253137;1.414671960813029;-0.4867292934808295;-0.9305166399061524;-0.8641552611511862;0;2010;10;31;43;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
23;41215;0.5553109147305363;-0.258612854231307;-0.15982442496650318;-1.3976626330633102;-0.40818466742251125;0.8321054686153422;0.7906463199070823;0.4259470804843655;-2.028367420262975;-1.8547424106784465;1;2011;3;23;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
24;2006;-0.0030526742164984806;0.49392987683553147;-0.28777013770805054;0.16449578268126766;-0.9326450521996147;0.06437728413767387;0.05316147156369106;-0.9190496811485535;-0.7402225046443098;-0.5536727217471183;0;2014;11;5;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
25;25643;0.22959882117809935;0.9808692910552504;-0.28777013770805054;0.5481838146185325;1.5060957370139163;-1.1221117282369044;-0.00356813215503135;-1.0151208784080477;0.24052419247445847;0.4221295449513736;0;2015;12;30;53;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
26;31101;-0.2357041696110963;-0.4504374719542261;0.309309855085837;-0.9317557371394887;-0.8277529752441939;-0.6335574290238427;1.3012127533755842;-0.15048010307259976;0.8992346606885521;0.6734725530403681;1;2014;7;26;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1
27;48914;-0.08060317268136442;-0.19958989493194682;-0.28777013770805054;1.5896227584482507;0.9291893137591026;0.2039642267699772;1.5281311682504737;0.4739826791141126;-0.5499283693824505;-0.7163064328635365;0;2016;12;26;52;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
28;36771;0.44674021687972404;0.9070905919310507;-0.26644585225112594;0.05487063069919192;-0.35573862894480085;-0.7033509003399944;1.414671960813029;0.618089475003354;-1.0329827127394624;-1.0415738550963727;0;2015;2;28;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1
29;31851;-0.3287647677689354;-0.14056693563258718;-0.28777013770805054;-0.3836299772291105;0.8242972368036818;-0.6335574290238427;-0.230486547029921;-0.10244450444285265;1.836067326593054;1.4127166944786338;0;2016;8;16;33;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
30;41555;-1.7246737401365224;-0.6717735693268256;-0.28777013770805054;-0.21919224925599715;0.4309519482208543;0.8321054686153422;-0.9112417916545898;-0.6788716879998179;-0.3010821925015807;-0.1692657681992255;0;2012;4;9;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
31;12937;0.4312301171867509;0.08076916174001232;0.3732827114566108;-0.43844255322014836;-0.2770695712282354;-0.8429378429722978;0.8473759236258048;0.3298758832248713;0.2990762340934857;0.12643188837607405;1;2012;5;3;18;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
32;42710;-1.3524313475051661;-1.4980949995178638;-0.28777013770805054;-0.7125054331753374;0.7980742175648268;0.8321054686153422;0.3368094901573031;0.618089475003354;-0.12542606764448241;-0.13969600254170564;0;2015;8;17;34;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
33;17914;-0.018562773909471614;-0.4209259923045463;-0.15982442496650318;-1.425068921058829;-1.6406665716487043;-1.1221117282369044;0.5069983013134703;0.666125073633101;0.15269613004590935;-0.021416939911575728;1;2010;5;24;21;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1
34;35862;1.113674503677571;0.49392987683553147;0.693146993310479;-1.1510060411036398;-1.2210982638270216;-0.07520965849462946;1.4714015645317513;0.7141606722628482;0.6796645046171875;0.8065364984992496;1;2011;2;15;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1
35;31966;0.9895937061337854;0.6119757954342513;-0.28777013770805054;2.2473736703407043;1.584764794730482;2.2279748949383755;-2.159293073466483;-0.2945868989618411;-1.5013990456916968;-0.8641552611511862;0;2016;12;9;49;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
36;43572;-1.2438606496543536;-1.512850739342704;-0.28777013770805054;-0.9317557371394887;-0.9850910906773249;-1.2616986708692077;1.0742943385006944;0.1377334887058829;0.6650264942124265;0.31863536515001206;0;2009;7;11;28;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
37;46596;-0.018562773909471614;-0.4799489516039065;-0.13850013950957862;0.21930835867230553;0.9554123329979577;2.0185944809899206;-0.11702733959247617;0.7621962708925953;-0.9597926607156744;-1.4999052227880736;1;2009;11;3;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
38;8010;1.749588591089472;1.1874496486030097;-0.28777013770805054;2.082935942367591;0.1687217558323026;0.4133446407184322;-1.8189154511541485;-1.543512463335266;-0.6231184214062387;-0.27275994800058706;0;2015;3;20;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
39;35946;-0.2667243689970426;-0.7455522684510255;-0.28777013770805054;0.328933510654381;0.5620670444151301;0.06437728413767387;-1.2516194139669243;-0.9190496811485535;-0.05223601562069424;0.36299001363630023;0;2011;7;11;28;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
40;23929;1.0981644039845981;1.3645185265010893;-0.28777013770805054;0.16449578268126766;0.8767432752813921;-0.9825247856046011;0.7906463199070823;-0.4386936948510824;-1.0768967439537287;-1.3520563945004238;0;2010;12;15;50;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
41;38493;1.0206139055197323;-0.33239155335550685;-0.22379728133727683;0.38374608664541887;-0.696637879049918;0.6925185259830389;0.39353909387602554;1.0504098626710778;-1.0915347543584897;-0.6423820187197116;0;2011;12;27;52;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1
42;15724;-0.4063152662338013;-0.8193309675752253;-0.0958515685957295;-1.2058186170946776;-0.8015299560053388;1.460246710460707;0.7906463199070823;-0.5828004907403237;-0.8866026086918861;-1.0711436207538925;1;2012;5;25;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
43;4054;-0.31325466807596225;0.46441839718585165;-0.28777013770805054;-0.16437967326495928;0.1424987365934475;-1.610666027449966;0.3368094901573031;-0.0063733071833584395;1.4408410456645913;1.1613736863896225;0;2012;4;14;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
44;37809;0.7879624101251343;-0.022521017033867333;-0.28777013770805054;0.9318718465557972;0.50962100593742;0.2737576980861289;0.5637279050321927;0.618089475003354;-0.8573265878823643;-0.6275971358909432;0;2009;11;15;46;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
45;31345;0.3071493196429653;0.6562430149087713;-0.28777013770805054;0.4385586626364567;1.007858371475668;1.1112793538799488;-2.32948188462265;-1.4954768647055188;0.3283522549030076;0.1855714196911306;0;2015;3;27;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
46;19380;0.5398008150375632;-0.5979948702026258;-0.15982442496650318;-0.7673180091663752;-1.929119783276111;-0.3543835437592361;-0.4574049619048106;0.4259470804843655;2.040999472259641;2.181530601574386;1;2014;10;21;43;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1
47;41461;0.3691897184148581;0.272593779462932;-0.28777013770805054;0.328933510654381;-1.0375371291550353;0.4133446407184322;-0.2872161507486434;-0.3906580962213353;-0.5645663797872115;-0.37625412780194867;0;2012;1;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
48;47836;-1.5385525438208443;-1.055422804772665;-0.28777013770805054;1.0963095745289106;1.4274266792973511;2.507148780202982;-0.9112417916545898;-1.111192075667542;-1.3696569520488815;-1.2337773318703107;0;2014;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
49;39838;0.7569422107391875;-0.22910137458162666;-0.2451215667942014;0.21930835867230553;-1.2210982638270216;-0.3543835437592361;0.1666206790011359;0.666125073633101;0.24052419247445847;0.09686212271853738;0;2015;11;22;47;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1
50;45880;-0.7630475591721848;0.5086856166603717;-0.28777013770805054;-0.5480677052022239;0.6669591213705509;-0.7033509003399944;0.4502686975947479;-0.9190496811485535;1.2505469104027487;0.8065364984992496;0;2016;4;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
51;39500;1.0826543042916248;0.316860998937452;-0.20247299588035228;0.05487063069919192;-0.1984005135116699;-1.1221117282369044;0.9041055273445272;1.1945166585603193;-1.574589097715485;-1.5886145197606667;0;2014;12;6;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1
52;36576;0.33816951902891157;-0.24385711440646682;0.693146993310479;-0.822130585157413;-1.0375371291550353;0.06437728413767387;0.39353909387602554;0.5700538763736068;0.2551622028792194;0.3482051308075487;1;2014;4;15;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1
53;19905;0.9585735067478391;0.3021052591126118;-0.28777013770805054;-0.5480677052022239;0.8242972368036818;-0.7033509003399944;1.1877535459381392;1.3386234544495605;0.6796645046171875;0.51083884192395;0;2016;4;21;16;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
54;8373;0.52429071534459;0.7447774538578108;-0.28777013770805054;0.328933510654381;-0.1197314557951042;-0.49397048639153945;-0.6843233767797002;-1.2552988715567832;-0.3889102549301132;-0.37625412780194867;0;2016;3;22;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
55;33545;-0.6389667616283992;0.5234413564852113;-0.28777013770805054;0.7126215425916458;1.007858371475668;-0.7033509003399944;-0.514134565623533;-1.3513700688162775;-0.6231184214062387;-0.8050157298361297;0;2012;11;17;46;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
56;44238;-2.3140575284695037;-1.5866294384669037;-0.053202997681880373;-0.6028802811932618;-0.5917458020944975;0.5529315833507354;1.4714015645317513;0.3779114818546184;-0.12542606764448241;-0.1249111197129373;1;2011;7;19;29;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1
57;43327;-1.6316131419786832;-0.4061702524797067;-0.28777013770805054;-0.3836299772291105;0.5620670444151301;0.5529315833507354;1.1310239422194168;-0.05440890581310555;0.006316025998332976;-0.05098670556911241;0;2017;5;1;18;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
58;35099;-1.9573252355311201;-0.9668883658236249;-0.28777013770805054;-0.9865683131305265;-1.588220533170994;-0.9825247856046011;1.017564734781972;-0.24655130033209396;1.4847550768788575;1.5014259914512103;0;2017;6;8;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
59;33603;0.8655129085900003;1.0251365105297705;-0.28777013770805054;1.2059347265109863;1.0603044099533785;-0.49397048639153945;-0.7410529804984227;-1.543512463335266;-1.0622587335489677;-0.9380796752950111;0;2013;3;14;11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
60;29992;-0.8405980576370508;-0.4799489516039065;-0.28777013770805054;-0.16437967326495928;0.6407361021316959;-0.49397048639153945;-1.194889810248202;-1.1592276742972891;1.5286691080931238;1.64927481973886;0;2011;5;15;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
61;18010;-0.2667243689970426;-0.4651932117790663;-0.28777013770805054;-0.43844255322014836;0.693182140609406;-0.3543835437592361;0.1666206790011359;0.7141606722628482;0.5625604213791331;0.3334202479787804;0;2010;9;12;36;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
62;29030;1.5169370956948742;0.9956250308800901;0.5652012805689317;5.805470815430224e-05;-0.09350843655624913;0.06437728413767387;0.5069983013134703;0.2338046859653771;-1.6477791497392733;-1.6181842854182034;1;2017;2;18;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
63;36242;-0.4063152662338013;-0.5537276507281064;-0.28777013770805054;-0.10956709727392143;0.8767432752813921;0.2039642267699772;-0.6275937730609779;0.1377334887058829;-0.9012406190966304;-0.7310913156923048;0;2012;10;9;41;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
64;17006;0.5863311141164828;0.12503638121453234;-0.2451215667942014;-0.7125054331753374;-0.1197314557951042;1.1810728251961005;0.5069983013134703;0.618089475003354;-0.12542606764448241;-0.036201822740344065;0;2016;3;22;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
65;11199;0.8034725098181073;0.8480676326316905;-0.28777013770805054;-0.43844255322014836;1.4274266792973511;-1.1221117282369044;-1.1381602065294796;0.5220182777438598;-0.18397810926350963;-0.1988355338567622;0;2015;12;14;51;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
66;2732;-1.0732495530316486;-0.8340867074000655;-0.18114871042342773;0.328933510654381;1.4536496985362062;0.8321054686153422;-0.1737569433111986;-0.5828004907403237;-0.3596342341206079;-0.1692657681992255;0;2016;10;31;44;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
67;38445;1.113674503677571;0.8480676326316905;1.0769841315351212;1.4799976064661753;0.37850590974314413;0.6925185259830389;0.1666206790011359;1.3866590530793077;-0.6377564318109997;-0.8493703783224179;1;2011;11;9;45;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1
68;42725;-2.34507772785545;-1.2472474224955847;-0.28777013770805054;-0.6028802811932618;0.9029662945202476;-0.21479660112693277;1.6415903756879184;0.08969789007613578;-0.24253015088253685;-0.3171145964868753;0;2015;9;1;36;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
69;34583;0.6793917122743216;2.117061257567928;-0.28777013770805054;1.260747302502024;0.50962100593742;0.5529315833507354;-1.478537828841814;-1.543512463335266;-0.6231184214062387;-0.6719517843772482;0;2015;11;19;47;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
70;4340;0.772452310432161;1.3497627866762496;-0.28777013770805054;0.4385586626364567;-0.014839378839683665;-0.49397048639153945;1.0742943385006944;-0.4386936948510824;-0.28644418209681977;-0.583242487404655;0;2013;3;28;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
